chunk_size,questions_num,qa_count_mismatch,total_questions,max_tokens,total_chunks,success_count,fail_count,repeat_count,duplicate_count,elapsed_time
128,2,0,10,128,1800,5,1795,0,0,12:58:25.089945
128,2,0,10,128,1800,5,1795,0,0,12:58:25.089945
128,2,0,106,256,1800,53,1747,0,0,"1 day, 3:41:41.064955"
128,2,0,426,512,900,213,687,0,0,"1 day, 2:06:52.032716"
